id;tip;kod;ad;adres;telefon;il_kod;il_ad;ilce_kod;ilce_ad;mahalle_ad;lat;lon;hafta_ici;cumartesi;pazar;aktiflik;guncellenme_tarihi
4734;PTT_KARGOMAT;165;SOĞANLI;SOĞANLI MAHALLESİ 1.NİLÜFER CADDE No: 149 A OSMANGAZİ BURSA;;16;BURSA;;;;40.217659116;29.04249227;7/24 Açık;7/24 Açık;7/24 Açık;1;2026-09-21 08:30:03
4742;PTT_KARGOMAT;386;TELEFERİK;ZÜMRÜTEVLER MAHALLESİ ÇİÇEK CADDE No: 65 YILDIRIM BURSA;;16;BURSA;;;;40.172636;29.089071;7/24 Açık;7/24 Açık;7/24 Açık;1;2026-09-21 08:30:03
4722;PTT_KARGOMAT;162;ULUDAĞ ÜNİVERSİTESİ;GÖRÜKLE MAHALLESİ ÜNİVERSİTE_1 CADDE No: 328 E NİLÜFER BURSA;;16;BURSA;;;;40.224697708;28.870418214;7/24 Açık;7/24 Açık;7/24 Açık;1;2026-09-21 08:30:03
4723;PTT_KARGOMAT;208;ULUDAĞ ÜNİVERSİTESİ KIZ ÖĞRENCİ YURDU ;GÖRÜKLE MAHALLESİ ÜNİVERSİTE_1 CADDE NO: 557 /2 NİLÜFER BURSA;;16;BURSA;;;;40.221993634;28.866700785;7/24 Açık;7/24 Açık;7/24 Açık;1;2026-09-21 08:30:03
4737;PTT_KARGOMAT;438;YASEMİN PARK;DEMİRTAŞ CUMHURİYET MAHALLESİ 3. CADDE No: 3 OSMANGAZİ BURSA;;16;BURSA;;;;40.244592;29.086299;7/24 Açık;7/24 Açık;7/24 Açık;1;2026-09-21 08:30:03
4740;PTT_KARGOMAT;285;YILDIRIM BELEDIYESI;DAVUTDEDE MAHALLESİ KURTULUŞ CADDE  YILDIRIM BURSA;;16;BURSA;;;;40.19031;29.0834;7/24 Açık;7/24 Açık;7/24 Açık;1;2026-09-21 08:30:03
4736;PTT_KARGOMAT;303;YUNUSELİ;YUNUSELİ MAHALLESİ 1.BİLGE KAĞAN CADDE No:4 OSMANGAZİ BURSA;;16;BURSA;;;;40.245596;29.014641;7/24 Açık;7/24 Açık;7/24 Açık;1;2026-09-21 08:30:03
4727;PTT_KARGOMAT;424;YUNUSELİ TOKİ;HAMİTLER MAHALLESİ GÜR CADDE No: 148 OSMANGAZİ BURSA;;16;BURSA;;;;40.246228;28.996654;7/24 Açık;7/24 Açık;7/24 Açık;1;2026-09-21 08:30:03
4725;PTT_KARGOMAT;242;YÜZÜNCÜYIL METRO ;YÜZÜNCÜYIL MAHALLESİ UĞUR MUMCU BULVAR  BURSA;;16;BURSA;;;;40.22013;28.8993;7/24 Açık;7/24 Açık;7/24 Açık;1;2026-09-21 08:30:03
4716;PTT_KARGOMAT;209;ÇAMLICA ;ÇAMLICA MAHALLESİ ARDALI SOKAK No: 2 NİLÜFER BURSA;;16;BURSA;;;;40.19535;28.984423;7/24 Açık;7/24 Açık;7/24 Açık;1;2026-09-21 08:30:03
4719;PTT_KARGOMAT;560;İHSANİYE;İHSANİYE MAHALLESİ DEĞİRMEN(110) SOKAK No: 39 NİLÜFER BURSA;;16;BURSA;;;;40.220152;28.988122;7/24 Açık;7/24 Açık;7/24 Açık;1;2026-09-21 08:30:03
4709;PTT_KARGOMAT;287;İNEGÖL DEVLET HASTANESİ;BURHANİYE MAHALLESİ MİMAR SİNAN CADDE  BURSA;;16;BURSA;;;;40.07934;29.49693;7/24 Açık;7/24 Açık;7/24 Açık;1;2026-09-21 08:30:03
4710;PTT_KARGOMAT;396;İNEGÖL ERTUĞRULGAZİ;ERTUĞRULGAZİ MAHALLESİ DİRİCAN SOKAK No: 1 A İNEGÖL BURSA;;16;BURSA;;;;40.099794;29.522103;7/24 Açık;7/24 Açık;7/24 Açık;1;2026-09-21 08:30:03
4735;PTT_KARGOMAT;289;ŞEHREKÜSTÜ METRO;ŞEHREKÜSTÜ MAHALLESİ AHMET HAMDİ TANPINAR CADDE  BURSA;;16;BURSA;;;;40.18799;29.05859;7/24 Açık;7/24 Açık;7/24 Açık;1;2026-09-21 08:30:03
4706;PTT_SUBE;7888;AKHİSAR ŞUBESİ;AKHİSAR MAHALLESİ 2.FATİH CADDE No: 98 İNEGÖL BURSA;02247142229;16;BURSA;;;;40.11787404;29.46909384;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4705;PTT_SUBE;4215;AKPINAR  ŞUBESİ;AKPINAR MAHALLESİ HANCI CADDE No: 44 F OSMANGAZİ BURSA;02242424747;16;BURSA;;;;40.247889;28.96736;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4704;PTT_SUBE;3912;ALANYURT  ŞUBESİ;YUNUSEMRE MAHALLESİ KOCATEPE SOKAK No: 10 İNEGÖL BURSA;02247194372;16;BURSA;;;;40.109044;29.51846;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4703;PTT_SUBE;645;ARABAYATAĞI  ŞUBESİ;ARABAYATAĞI MAHALLESİ 1.HASTANE CADDE No: 54 YILDIRIM BURSA;02243671810;16;BURSA;;;;40.196392681;29.128066636;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4702;PTT_SUBE;8061;ATAEVLER  ŞUBESİ;ATAEVLER MAHALLESİ YILMAZ AKKILIÇ CADDE No: 19 NİLÜFER BURSA;02244417843;16;BURSA;;;;40.219827;28.959256;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4700;PTT_SUBE;85;BARAKFAKİ ŞUBESİ;BARAKFAKİH MAHALLESİ GENÇ OSMAN CADDE No: 2 KESTEL BURSA;02243845665;16;BURSA;;;;40.236609;29.275822;08:30-12:30/00:00-00:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4701;PTT_SUBE;4172;BAĞLARBAŞI  ŞUBESİ;BAĞLARBAŞI MAHALLESİ 3.ÇİMEN SOKAK No: 16 OSMANGAZİ BURSA;02242456851;16;BURSA;;;;40.233226;28.988605;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4699;PTT_SUBE;7154;BAŞARAN  ŞUBESİ;BAŞARAN MAHALLESİ 1.HAKAN CADDE No: 96 OSMANGAZİ BURSA;02242531102;16;BURSA;;;;40.21013;29.071159;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4698;PTT_SUBE;8117;BEŞEVLER  ŞUBESİ;BEŞEVLER MAHALLESİ BEŞEVLER CADDE No: 246 NİLÜFER BURSA;02242474280;16;BURSA;;;;40.210857;28.955978;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4697;PTT_SUBE;6796;BURSA BÖLGE ADLİYE MAHKEMESİ MÜDÜRLÜĞÜ;ALTINOVA MAHALLESİ 11 EYLÜL BULVAR No: 9 /1 OSMANGAZİ BURSA;02242710341;16;BURSA;;;;40.224105;29.067473;08:00-12:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4696;PTT_SUBE;1296;BURSA POSTA İŞLEME  MÜDÜRLÜĞÜ;BEŞEVLER MAHALLESİ YILDIRIM CADDE No: 333 NİLÜFER BURSA;02242508050;16;BURSA;;;;40.211144726;28.956047613;08:30-21:00;08:30-19:00;KAPALI;1;2026-09-21 08:30:03
4695;PTT_SUBE;7153;BUTTİM  ŞUBESİ;ALTINOVA MAHALLESİ İSTANBUL CADDE No: 424  /7- OSMANGAZİ BURSA;02242111099;16;BURSA;;;;40.236204487;29.065510402;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4694;PTT_SUBE;6706;BÜYÜKORHAN  ŞUBESİ;CUMHURİYET MAHALLESİ ATATÜRK_1 CADDE No: 24 A BÜYÜKORHAN BURSA;02248412322;16;BURSA;;;;39.771682;28.886114;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4685;PTT_SUBE;107;DEMETEVLER  ŞUBESİ;DEMETEVLER MAHALLESİ İSMETİYE CADDE No: 62 B YILDIRIM BURSA;02243717711;16;BURSA;;;;40.20349;29.17306;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4684;PTT_SUBE;7149;DEMİRTAŞ  ŞUBESİ;DEMİRTAŞ CUMHURİYET MAHALLESİ DEMİRTAŞ OSMANGAZİ CADDE No: 13 OSMANGAZİ BURSA;02242622251;16;BURSA;;;;40.271672;29.09161;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4683;PTT_SUBE;7150;DEMİRTAŞ ORGANİZE SANAYİ ŞUBESİ;ALAŞARKÖY MAHALLESİ MUSTAFA KARAER CADDE No: 1 - OSMANGAZİ BURSA;02242611969;16;BURSA;;;;40.26737997;29.07695016;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4686;PTT_SUBE;659;DEĞİRMENÖNÜ  ŞUBESİ;DEĞİRMENÖNÜ MAHALLESİ 1.ESİN SOKAK No: 2 YILDIRIM BURSA;02243317838;16;BURSA;;;;40.193931;29.175557;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4682;PTT_SUBE;3918;DUAÇINARI   ŞUBESİ;DUAÇINARI MAHALLESİ KARLIDAĞ CADDE No: 148 A YILDIRIM BURSA;02243648992;16;BURSA;;;;40.193395977;29.099447271;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4681;PTT_SUBE;2363;ELMASBAHÇELER   ŞUBESİ;ZAFER MAHALLESİ NAMIK KEMAL CADDE No: 2 OSMANGAZİ BURSA;02242531487;16;BURSA;;;;40.193298182;29.07736971;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4680;PTT_SUBE;4059;EMEK  ŞUBESİ;EMEK ZEKAİ GÜMÜŞDİŞ MAHALLESİ MAREŞAL FEVZİ ÇAKMAK CADDE No: 5 OSMANGAZİ BURSA;02242417401;16;BURSA;;;;40.256313;28.954188;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4679;PTT_SUBE;103;EMİRSULTAN  ŞUBESİ;YEŞİL MAHALLESİ NARLI SOKAK No: 8 C YILDIRIM BURSA;02243269113;16;BURSA;;;;40.179927;29.076967;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4677;PTT_SUBE;3913;ERTUĞRULGAZİ MÜDÜRLÜĞÜ;152EVLER MAHALLESİ EĞİTİM CADDE No: 27 -29 YILDIRIM BURSA;02243615135;16;BURSA;;;;40.188142;29.10805;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4678;PTT_SUBE;592;ERİKLİ MÜDÜRLÜĞÜ;ERİKLİ MAHALLESİ ELVAN CADDE No: 35 YILDIRIM BURSA;02243416581;16;BURSA;;;;40.191215831;29.138946842;08:30-12:30;KAPALI;KAPALI;1;2026-09-21 08:30:03
4676;PTT_SUBE;2343;FATİH   ŞUBESİ;FATİH MAHALLESİ 2.KARAAĞAÇ SOKAK No: 10 A OSMANGAZİ BURSA;02242505065;16;BURSA;;;;40.213892;29.058167;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4675;PTT_SUBE;8114;FETHİYE  ŞUBESİ;FETHİYE MAHALLESİ ULU CADDE No: 23 NİLÜFER BURSA;02242417400;16;BURSA;;;;40.231678;28.972385;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4674;PTT_SUBE;7156;GAZCILAR  ŞUBESİ;DEMİRTAŞPAŞA MAHALLESİ CELAL BAYAR CADDE No: 6 OSMANGAZİ BURSA;02242517320;16;BURSA;;;;40.189096;29.070115;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4672;PTT_SUBE;4023;GEMLİK MÜDÜRLÜĞÜ;DEMİRSUBAŞI MAHALLESİ İBRAHİM AKIT CADDE No: 2 GEMLİK BURSA;02245132222;16;BURSA;;;;40.431435;29.154936;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4671;PTT_SUBE;2300;GENÇOSMAN MÜDÜRLÜĞÜ;SANTRAL GARAJ MAHALLESİ İSTANBUL CADDE No: 13 OSMANGAZİ BURSA;02242531492;16;BURSA;;;;40.199322;29.061705;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4673;PTT_SUBE;4073;GEÇİT  ŞUBESİ;GEÇİT MAHALLESİ 2.GEÇİT SOKAK No: 4 OSMANGAZİ BURSA;02242449648;16;BURSA;;;;40.273389;28.943598;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4669;PTT_SUBE;3636;GÖRÜKLE ŞUBESİ;DUMLUPINAR MAHALLESİ CEVİZLİK CADDE No: 2 A NİLÜFER BURSA;02244833894;16;BURSA;;;;40.227687;28.84060908;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4670;PTT_SUBE;7763;GÖÇMEN KONUTLARI ŞUBESİ;BALKAN MAHALLESİ MEVLANA(610) SOKAK No: 17 C NİLÜFER BURSA;02244703090;16;BURSA;;;;40.216265;28.815004;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4668;PTT_SUBE;7157;GÜLBAHÇE ATICILAR  ŞUBESİ;GÜLBAHÇE MAHALLESİ ESKİ GEMLİK YOLU CADDE No: 107 B OSMANGAZİ BURSA;02242727796;16;BURSA;;;;40.201766;29.077858;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4667;PTT_SUBE;4354;GÜNEŞTEPE-2  ŞUBESİ;GÜNEŞTEPE MAHALLESİ 1.ŞENTEPE SOKAK No: 4 A OSMANGAZİ BURSA;02242477979;16;BURSA;;;;40.252788;28.996136;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4666;PTT_SUBE;22;GÜRSU MÜDÜRLÜĞÜ;KURTULUŞ MAHALLESİ ECE SOKAK No: 3 A GÜRSU BURSA;02243711322;16;BURSA;;;;40.209912;29.189898;08:30-12:30;KAPALI;KAPALI;1;2026-09-21 08:30:03
4665;PTT_SUBE;3885;GÜZELYALI  ŞUBESİ;GÜZELYALI YALI MAHALLESİ ATATÜRK CADDE No: 31 MUDANYA BURSA;02245548251;16;BURSA;;;;40.35477;28.924126;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4664;PTT_SUBE;6535;HARMANCIK  ŞUBESİ;MERKEZ MAHALLESİ CUMHURİYET MEYDAN No: 1 HARMANCIK BURSA;02248812322;16;BURSA;;;;39.67758;29.15398;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4663;PTT_SUBE;7977;HÜDAVENDİGAR  ŞUBESİ;HÜDAVENDİGAR MAHALLESİ 3.DEMET SOKAK No: 35 A OSMANGAZİ BURSA;02242380577;16;BURSA;;;;40.203033;29.007922;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4662;PTT_SUBE;6274;HÜRRİYET MÜDÜRLÜĞÜ;YENİKARAMAN MAHALLESİ POLAT CADDE No: 96 -98A OSMANGAZİ BURSA;02242477979;16;BURSA;;;;40.222175;28.997079;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4655;PTT_SUBE;227;KARACABEY ADLİYE  ŞUBESİ;EMİRSULTAN MAHALLESİ ADLİYE CADDE No: 79 KARACABEY BURSA;02246622002;16;BURSA;;;;40.21235199;28.36480608;08:00-12:00/13:00-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4654;PTT_SUBE;223;KARACABEY MÜDÜRLÜĞÜ;GARİPÇE MAHALLESİ ATATÜRK BULVAR No: 39 A KARACABEY BURSA;02246769636;16;BURSA;;;;40.218198102;28.359394399;08:30-12:30;KAPALI;KAPALI;1;2026-09-21 08:30:03
4653;PTT_SUBE;7516;KARAPINAR  ŞUBESİ;KARAPINAR MAHALLESİ 163. SOKAK No: 35 C YILDIRIM BURSA;02243416516;16;BURSA;;;;40.19231;29.18263;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4652;PTT_SUBE;6919;KAZIM KARABEKİR  ŞUBESİ;YUNUSEMRE MAHALLESİ KAZIMKARABEKİR CADDE No: 88 YILDIRIM BURSA;02243611187;16;BURSA;;;;40.203157;29.10213;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4651;PTT_SUBE;7507;KELES  ŞUBESİ;CUMA MAHALLESİ ATATÜRK CADDE No: 19 A KELES BURSA;02248612322;16;BURSA;;;;39.913056133;29.231459843;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4650;PTT_SUBE;77;KESTEL MÜDÜRLÜĞÜ;AHMETVEFİKPAŞA MAHALLESİ PTT SOKAK No: 1 KESTEL BURSA;4441788;16;BURSA;;;;40.199634;29.212236;08:30-12:30;KAPALI;KAPALI;1;2026-09-21 08:30:03
4649;PTT_SUBE;7975;KONAK  ŞUBESİ;KONAK MAHALLESİ BEŞEVLER CADDE No: 25 NİLÜFER BURSA;02244526374;16;BURSA;;;;40.206496;28.985647;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4648;PTT_SUBE;8278;KURŞUNLU ACENTELİĞİ;KURŞUNLU MAHALLESİ ESKİ BELEDİYE CADDE No: 3 İNEGÖL BURSA;02247152222;16;BURSA;;;;40.034827;29.662009;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4647;PTT_SUBE;7365;KUVAYİ MİLLİYE  ŞUBESİ;HAMİDİYE MAHALLESİ SELİM SOKAK No: 21 /29 GEMLİK BURSA;02245182818;16;BURSA;;;;40.430264;29.164409;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4644;PTT_SUBE;7976;KÜLTÜR  ŞUBESİ;KÜLTÜR MAHALLESİ CAMİLİ SOKAK No: 3 NİLÜFER BURSA;02244528651;16;BURSA;;;;40.202124;28.963609;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4646;PTT_SUBE;7155;KÜÇÜKBALIKLI  ŞUBESİ;KÜÇÜKBALIKLI MAHALLESİ ALİ GALİP YALDIZ CADDE No: 118 A OSMANGAZİ BURSA;02242150405;16;BURSA;;;;40.21602;29.073222;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4645;PTT_SUBE;4424;KÜÇÜKKUMLA ŞUBESİ;KUMLA MAHALLESİ 1.KUMLA CADDE No: 30 GEMLİK BURSA;02245381014;16;BURSA;;;;40.468057695;29.101958807;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4643;PTT_SUBE;6916;MEVLANA  ŞUBESİ;MEVLANA MAHALLESİ YAVER SOKAK No: 42 A YILDIRIM BURSA;02243674856;16;BURSA;;;;40.202213;29.114068;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4639;PTT_SUBE;104;MOLLAARAP  ŞUBESİ;MOLLAARAP MAHALLESİ EŞREFİLER CADDE No: 65 YILDIRIM BURSA;02243269115;16;BURSA;;;;40.17379156;29.073692626;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4638;PTT_SUBE;3865;MUDANYA MÜDÜRLÜĞÜ;ÖMERBEY MAHALLESİ İPAR CADDE No: 88 -90A MUDANYA BURSA;02245441717;16;BURSA;;;;40.373218;28.887621;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4637;PTT_SUBE;124;MURADİYE  ŞUBESİ;YAHŞİBEY MAHALLESİ KAPLICA CADDE No: 58 OSMANGAZİ BURSA;02242247747;16;BURSA;;;;40.189027;29.046277;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4636;PTT_SUBE;3706;MUSTAFA KEMAL PAŞA MÜDÜRLÜĞÜ;ŞEYHMÜFTÜ MAHALLESİ BALIKESİR CADDE No: 63 -73 MUSTAFAKEMALPAŞA BURSA;02246132222;16;BURSA;;;;40.033595866;28.407901166;08:30-12:30;KAPALI;KAPALI;1;2026-09-21 08:30:03
4642;PTT_SUBE;6912;MİLLET  MÜDÜRLÜĞÜ;MİLLET MAHALLESİ YUNUS EMRE BULVAR No: 15 B YILDIRIM BURSA;02242533133;16;BURSA;;;;40.20693;29.095021;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4641;PTT_SUBE;7934;MİMAR SİNAN  ŞUBESİ;MİMARSİNAN MAHALLESİ MİMARSİNAN CADDE No: 74 YILDIRIM BURSA;02243676711;16;BURSA;;;;40.187482;29.126266;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4640;PTT_SUBE;7247;MİNARELİ ÇAVUŞ  ŞUBESİ;MİNARELİÇAVUŞ MAHALLESİ MERKEZ(290) SOKAK No: 7 A NİLÜFER BURSA;02242425503;16;BURSA;;;;40.244867;28.938314;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4635;PTT_SUBE;7775;NİLÜFER POSTA KARGO DAĞITIM  MÜDÜRLÜĞÜ;BEŞEVLER MAHALLESİ BEŞEVLER CADDE No: 246 NİLÜFER BURSA;02242508050;16;BURSA;;;;40.210857;28.955978;08:30-17:00/-;08:30-17:00/-;KAPALI;1;2026-09-21 08:30:03
4634;PTT_SUBE;8115;ORGANİZE SANAYİ  ŞUBESİ;FETHİYEOSB MAHALLESİ TURKUAZ CADDE No: 4 A NİLÜFER BURSA;02242417408;16;BURSA;;;;40.23733302;28.954791;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4633;PTT_SUBE;1014;ORHANELİ MÜDÜRLÜĞÜ;İSMETPAŞA MAHALLESİ OSMAN UĞUR CADDE No: 5 A ORHANELİ BURSA;02248171322;16;BURSA;;;;39.902581;28.987343;08:30-12:30;KAPALI;KAPALI;1;2026-09-21 08:30:03
4632;PTT_SUBE;20;ORHANGAZİ MÜDÜRLÜĞÜ;HÜRRİYET MAHALLESİ TOZKOPARAN CADDE No: 70 ORHANGAZİ BURSA;02245732222;16;BURSA;;;;40.485775153;29.30726296;08:30-12:30;KAPALI;KAPALI;1;2026-09-21 08:30:03
4631;PTT_SUBE;7774;OSMANGAZİ POSTA KARGO DAĞITIM  MÜDÜRLÜĞÜ;SOĞANLI MAHALLESİ 1.NİLÜFER CADDE No: 149 A OSMANGAZİ BURSA;02242508099;16;BURSA;;;;40.209720111;29.041929006;08:30-17:00;08:30-17:00;KAPALI;1;2026-09-21 08:30:03
4630;PTT_SUBE;7151;OVAAKÇA ŞUBESİ;OVAAKÇA ÇEŞMEBAŞI MAHALLESİ ALPARSLAN CADDE No: 2 OSMANGAZİ BURSA;02242671969;16;BURSA;;;;40.300817;29.059119;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4628;PTT_SUBE;7152;PANAYIR  ŞUBESİ;PANAYIR MAHALLESİ 9.YAVUZ SOKAK No: 43 OSMANGAZİ BURSA;02242117757;16;BURSA;;;;40.245993;29.069514;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4627;PTT_SUBE;116;REYHAN  ŞUBESİ;REYHAN MAHALLESİ HAŞİM İŞCAN CADDE No: 6 B OSMANGAZİ BURSA;02242222136;16;BURSA;;;;40.188552136;29.061787008;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4626;PTT_SUBE;6914;SAMANLI  ŞUBESİ;SAMANLI MAHALLESİ KOCAALİ CADDE No: 97 A YILDIRIM BURSA;02243511515;16;BURSA;;;;40.229481;29.124264;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4625;PTT_SUBE;3958;SELÇUKBEY   ŞUBESİ;SELÇUKBEY MAHALLESİ SELÇUKBEY CADDE No: 53 A YILDIRIM BURSA;02243677753;16;BURSA;;;;40.180346;29.115149;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4624;PTT_SUBE;7785;SOĞANLI  ŞUBESİ;SOĞANLI MAHALLESİ 1.NİLÜFER CADDE No: 149 B OSMANGAZİ BURSA;02242531492;16;BURSA;;;;40.209687337;29.041939735;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4623;PTT_SUBE;7946;TELEFERİK  ŞUBESİ;ZÜMRÜTEVLER MAHALLESİ ÇİÇEK CADDE No: 65 YILDIRIM BURSA;02243269116;16;BURSA;;;;40.172636;29.089071;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4622;PTT_SUBE;4919;TEPECİK ŞUBESİ;TEPECİK MAHALLESİ BELEDİYE CADDE No: 29 MUSTAFAKEMALPAŞA BURSA;02246352264;16;BURSA;;;;40.11834699;28.42822296;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4621;PTT_SUBE;70;ULUCAMİ MÜDÜRLÜĞÜ;NALBANTOĞLU MAHALLESİ ATATÜRK CADDE No: 79 OSMANGAZİ BURSA;02242241717;16;BURSA;;;;40.183389;29.061975;08:30-12:30;KAPALI;KAPALI;1;2026-09-21 08:30:03
4620;PTT_SUBE;3696;ULUDAĞ ÜNİVERSİTESİ ŞUBESİ;GÖRÜKLE MAHALLESİ ÜNİVERSİTE-1 CADDE No: 328 E NİLÜFER BURSA;02244429070;16;BURSA;;;;40.224575;28.870145;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4619;PTT_SUBE;7586;ULUYOL ADLİYE  ŞUBESİ;HACI İLYAS MAHALLESİ KIBRIS ŞEHİTLERİ CADDE No: 21 /1 OSMANGAZİ BURSA;02244433215;16;BURSA;;;;40.193236;29.070046;08:00-12:00/13:00-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4617;PTT_SUBE;6915;YAVUZ SELİM  ŞUBESİ;YAVUZSELIM MAHALLESİ SUDEPOSU CADDE No: 77 YILDIRIM BURSA;02243683646;16;BURSA;;;;40.195996;29.116908;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4616;PTT_SUBE;4213;YENİBAĞLAR  ŞUBESİ;YENİBAĞLAR MAHALLESİ ADİL SOKAK No: 2 OSMANGAZİ BURSA;02242415675;16;BURSA;;;;40.253396;28.97068;00:00-00:00/00:00-00:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4615;PTT_SUBE;3867;YENİCE ŞUBESİ;YENİCEKÖY MAHALLESİ DEMOKRATLAR MEYDAN No: 1 İNEGÖL BURSA;02247387460;16;BURSA;;;;40.08795102;29.41821216;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4614;PTT_SUBE;24;YENİDOĞAN  ŞUBESİ;YENİDOĞAN MAHALLESİ ULU CADDE No: 3 GÜRSU BURSA;02243714075;16;BURSA;;;;40.199444;29.181646;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
4613;PTT_SUBE;81;YENİMAHALLE  ŞUBESİ;YENİ MAHALLESİ KANUNİ SOKAK No: 4 /1 KESTEL BURSA;02243724535;16;BURSA;;;;40.189694;29.208698;08:30-12:30/13:30-17:00;KAPALI;KAPALI;1;2026-09-21 08:30:03
